//Npcs Lorencia
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
0
41	4	30	97	202	-1	//Death Cow
41	4	30	97	214	-1	//Death Cow
41	4	30	102	225	-1	//Death Cow
41	4	30	98	236	-1	//Death Cow
41	4	30	116	134	-1	//Death Cow
41	4	30	97	133	-1	//Death Cow
41	4	30	85	132	-1	//Death Cow
41	4	30	85	116	-1	//Death Cow
41	4	30	85	96	-1	//Death Cow
41	4	30	101	87	-1	//Death Cow
41	4	30	118	89	-1	//Death Cow
41	4	30	116	113	-1	//Death Cow
41	4	30	133	115	-1	//Death Cow
41	4	30	124	136	-1	//Death Cow
41	4	30	106	112	-1	//Death Cow
41	4	30	95	106	-1	//Death Cow
41	4	30	104	183	-1	//Death Cow
41	4	30	86	109	-1	//Death Cow
41	4	30	96	86	-1	//Death Cow
41	4	30	128	86	-1	//Death Cow
41	4	30	122	101	-1	//Death Cow
41	4	30	101	100	-1	//Death Cow
41	4	30	86	125	-1	//Death Cow
41	4	30	132	124	-1	//Death Cow
41	4	30	103	197	-1	//Death Cow
41	4	30	97	196	-1	//Death Cow
41	4	30	115	199	-1	//Death Cow
41	4	30	135	174	-1	//Death Cow
41	4	30	122	167	-1	//Death Cow
41	4	30	101	168	-1	//Death Cow
37	4	30	104	136	-1	//Devil
37	4	30	133	87	-1	//Devil
37	4	30	96	116	-1	//Devil
37	4	30	94	100	-1	//Devil
37	4	30	89	135	-1	//Devil
37	4	30	133	98	-1	//Devil
37	4	30	112	87	-1	//Devil
37	4	30	133	109	-1	//Devil
37	4	30	121	119	-1	//Devil
37	4	30	123	130	-1	//Devil
37	4	30	87	7	-1	//Devil
37	4	30	97	6	-1	//Devil
37	4	30	124	11	-1	//Devil
37	4	30	133	26	-1	//Devil
37	4	30	134	37	-1	//Devil
37	4	30	134	49	-1	//Devil
37	4	30	115	53	-1	//Devil
37	4	30	98	54	-1	//Devil
37	4	30	84	54	-1	//Devil
37	4	30	93	41	-1	//Devil
37	4	30	99	40	-1	//Devil
37	4	30	101	29	-1	//Devil
37	4	30	98	17	-1	//Devil
37	4	30	111	39	-1	//Devil
37	4	30	39	11	-1	//Devil
37	4	30	14	24	-1	//Devil
37	4	30	53	39	-1	//Devil
37	4	30	7	52	-1	//Devil
37	4	30	25	49	-1	//Devil
37	4	30	30	32	-1	//Devil
37	4	30	38	201	-1	//Devil
37	4	30	18	200	-1	//Devil
37	4	30	13	191	-1	//Devil
37	4	30	38	192	-1	//Devil
37	4	30	89	119	-1	//Devil
37	4	30	86	100	-1	//Devil
37	4	30	108	116	-1	//Devil
37	4	30	126	108	-1	//Devil
37	4	30	86	26	-1	//Devil
37	4	30	111	26	-1	//Devil
37	4	30	48	17	-1	//Devil
37	4	30	13	9	-1	//Devil
37	4	30	16	41	-1	//Devil
37	4	30	38	53	-1	//Devil
37	4	30	54	51	-1	//Devil
37	4	30	45	32	-1	//Devil
37	4	30	25	86	-1	//Devil
37	4	30	52	92	-1	//Devil
37	4	30	30	102	-1	//Devil
37	4	30	110	100	-1	//Devil
37	4	30	128	6	-1	//Devil
37	4	30	26	108	-1	//Devil
40	4	30	30	183	-1	//Death Knight
40	4	30	54	213	-1	//Death Knight
40	4	30	117	8	-1	//Death Knight
40	4	30	123	54	-1	//Death Knight
40	4	30	86	41	-1	//Death Knight
40	4	30	98	24	-1	//Death Knight
40	4	30	115	28	-1	//Death Knight
40	4	30	55	15	-1	//Death Knight
40	4	30	46	13	-1	//Death Knight
40	4	30	22	17	-1	//Death Knight
40	4	30	10	41	-1	//Death Knight
40	4	30	15	54	-1	//Death Knight
40	4	30	38	48	-1	//Death Knight
40	4	30	48	48	-1	//Death Knight
40	4	30	41	57	-1	//Death Knight
40	4	30	55	28	-1	//Death Knight
40	4	30	22	30	-1	//Death Knight
40	4	30	39	38	-1	//Death Knight
40	4	30	6	98	-1	//Death Knight
40	4	30	33	86	-1	//Death Knight
40	4	30	46	86	-1	//Death Knight
40	4	30	55	87	-1	//Death Knight
40	4	30	53	97	-1	//Death Knight
40	4	30	35	98	-1	//Death Knight
40	4	30	25	98	-1	//Death Knight
40	4	30	8	107	-1	//Death Knight
40	4	30	53	116	-1	//Death Knight
40	4	30	41	121	-1	//Death Knight
40	4	30	25	135	-1	//Death Knight
40	4	30	42	135	-1	//Death Knight
40	4	30	52	135	-1	//Death Knight
40	4	30	38	227	-1	//Death Knight
40	4	30	51	183	-1	//Death Knight
40	4	30	24	189	-1	//Death Knight
40	4	30	48	167	-1	//Death Knight
40	4	30	41	167	-1	//Death Knight
40	4	30	103	8	-1	//Death Knight
40	4	30	127	34	-1	//Death Knight
40	4	30	130	48	-1	//Death Knight
40	4	30	105	55	-1	//Death Knight
40	4	30	46	208	-1	//Death Knight
40	4	30	18	183	-1	//Death Knight
40	4	30	14	224	-1	//Death Knight
40	4	30	7	240	-1	//Death Knight
40	4	30	48	232	-1	//Death Knight
40	4	30	48	215	-1	//Death Knight
40	4	30	49	191	-1	//Death Knight
40	4	30	48	174	-1	//Death Knight
40	4	30	23	239	-1	//Death Knight
40	4	30	11	168	-1	//Death Knight
40	4	30	4	177	-1	//Death Knight
40	4	30	47	247	-1	//Death Knight
40	4	30	19	86	-1	//Death Knight
40	4	30	15	119	-1	//Death Knight
40	4	30	24	9	-1	//Death Knight
40	4	30	30	17	-1	//Death Knight
40	4	30	110	8	-1	//Death Knight
40	4	30	134	8	-1	//Death Knight
40	4	30	135	17	-1	//Death Knight
40	4	30	111	46	-1	//Death Knight
40	4	30	99	48	-1	//Death Knight
40	4	30	85	49	-1	//Death Knight
40	4	30	91	56	-1	//Death Knight
35	4	30	29	208	-1	//Death Gorgon
35	4	30	33	206	-1	//Death Gorgon
35	4	30	46	25	-1	//Death Gorgon
35	4	30	23	40	-1	//Death Gorgon
35	4	30	42	97	-1	//Death Gorgon
35	4	30	15	127	-1	//Death Gorgon
35	4	30	30	171	-1	//Death Gorgon
35	4	30	8	191	-1	//Death Gorgon
35	4	30	15	244	-1	//Death Gorgon
35	4	30	18	107	-1	//Death Gorgon
35	4	30	39	246	-1	//Death Gorgon
35	4	30	11	175	-1	//Death Gorgon
35	4	30	54	220	-1	//Death Gorgon
35	4	30	31	127	-1	//Death Gorgon
35	4	30	55	174	-1	//Death Gorgon
35	4	30	55	195	-1	//Death Gorgon
35	4	30	30	233	-1	//Death Gorgon
35	4	30	21	216	-1	//Death Gorgon
35	4	30	38	212	-1	//Death Gorgon
35	4	30	29	200	-1	//Death Gorgon
35	4	30	38	234	-1	//Death Gorgon
35	4	30	34	108	-1	//Death Gorgon
35	4	30	53	111	-1	//Death Gorgon
35	4	30	45	137	-1	//Death Gorgon
35	4	30	11	96	-1	//Death Gorgon
35	4	30	43	170	-1	//Death Gorgon
35	4	30	8	220	-1	//Death Gorgon
35	4	30	27	247	-1	//Death Gorgon
35	4	30	54	232	-1	//Death Gorgon
35	4	30	24	225	-1	//Death Gorgon
35	4	30	14	15	-1	//Death Gorgon
35	4	30	13	33	-1	//Death Gorgon
35	4	30	30	39	-1	//Death Gorgon
35	4	30	55	8	-1	//Death Gorgon
35	4	30	44	41	-1	//Death Gorgon
35	4	30	8	25	-1	//Death Gorgon
35	4	30	37	21	-1	//Death Gorgon
35	4	30	29	24	-1	//Death Gorgon
35	4	30	19	97	-1	//Death Gorgon
35	4	30	42	109	-1	//Death Gorgon
35	4	30	22	121	-1	//Death Gorgon
35	4	30	5	122	-1	//Death Gorgon
35	4	30	5	132	-1	//Death Gorgon
35	4	30	14	137	-1	//Death Gorgon
35	4	30	38	184	-1	//Death Gorgon
35	4	30	36	174	-1	//Death Gorgon
35	4	30	23	174	-1	//Death Gorgon
35	4	30	18	168	-1	//Death Gorgon
35	4	30	7	184	-1	//Death Gorgon
35	4	30	8	200	-1	//Death Gorgon
35	4	30	19	208	-1	//Death Gorgon
35	4	30	50	241	-1	//Death Gorgon
35	4	30	54	205	-1	//Death Gorgon
35	4	30	23	195	-1	//Death Gorgon
35	4	30	31	191	-1	//Death Gorgon
35	4	30	25	167	-1	//Death Gorgon
35	4	30	34	137	-1	//Death Gorgon
35	4	30	54	121	-1	//Death Gorgon
35	4	30	30	10	-1	//Death Gorgon
38	4	30	31	212	-1	//Balrog
38	4	30	28	212	-1	//Balrog
end

//Traps Losttower
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
0
103	4	0	5	175	3	//Meteorite
103	4	0	6	175	3	//Meteorite
103	4	0	4	175	3	//Meteorite
103	4	0	15	172	3	//Meteorite
103	4	0	15	173	3	//Meteorite
103	4	0	15	174	3	//Meteorite
103	4	0	14	207	3	//Meteorite
103	4	0	4	194	3	//Meteorite
103	4	0	5	194	3	//Meteorite
103	4	0	6	194	3	//Meteorite
103	4	0	14	208	3	//Meteorite
103	4	0	5	237	3	//Meteorite
103	4	0	6	237	3	//Meteorite
103	4	0	7	237	3	//Meteorite
103	4	0	26	104	3	//Meteorite
103	4	0	26	103	3	//Meteorite
103	4	0	26	102	3	//Meteorite
103	4	0	26	101	3	//Meteorite
103	4	0	30	101	3	//Meteorite
103	4	0	30	100	3	//Meteorite
103	4	0	30	99	3	//Meteorite
103	4	0	29	125	1	//Meteorite
103	4	0	28	125	1	//Meteorite
103	4	0	27	125	1	//Meteorite
103	4	0	26	125	1	//Meteorite
103	4	0	27	128	1	//Meteorite
103	4	0	27	129	1	//Meteorite
103	4	0	27	130	1	//Meteorite
103	4	0	21	243	3	//Meteorite
103	4	0	22	243	3	//Meteorite
103	4	0	23	243	3	//Meteorite
103	4	0	45	110	1	//Meteorite
103	4	0	45	110	1	//Meteorite
103	4	0	45	110	5	//Meteorite
103	4	0	45	109	5	//Meteorite
103	4	0	45	108	5	//Meteorite
103	4	0	38	110	5	//Meteorite
103	4	0	38	109	5	//Meteorite
103	4	0	38	108	5	//Meteorite
103	4	0	35	125	1	//Meteorite
103	4	0	34	125	1	//Meteorite
103	4	0	33	125	1	//Meteorite
103	4	0	36	125	1	//Meteorite
103	4	0	37	119	3	//Meteorite
103	4	0	37	120	3	//Meteorite
103	4	0	34	128	1	//Meteorite
103	4	0	34	129	1	//Meteorite
103	4	0	34	130	1	//Meteorite
103	4	0	47	131	1	//Meteorite
103	4	0	47	132	1	//Meteorite
103	4	0	41	132	1	//Meteorite
103	4	0	41	133	1	//Meteorite
103	4	0	36	133	1	//Meteorite
103	4	0	36	134	1	//Meteorite
103	4	0	46	169	3	//Meteorite
103	4	0	46	170	3	//Meteorite
103	4	0	46	171	3	//Meteorite
103	4	0	46	172	3	//Meteorite
103	4	0	42	245	3	//Meteorite
103	4	0	42	246	3	//Meteorite
103	4	0	52	114	3	//Meteorite
103	4	0	53	114	3	//Meteorite
103	4	0	54	114	3	//Meteorite
103	4	0	53	178	3	//Meteorite
103	4	0	54	178	3	//Meteorite
103	4	0	52	178	3	//Meteorite
103	4	0	51	198	3	//Meteorite
103	4	0	51	199	3	//Meteorite
103	4	0	51	200	3	//Meteorite
103	4	0	51	201	3	//Meteorite
103	4	0	85	120	3	//Meteorite
103	4	0	86	120	3	//Meteorite
103	4	0	84	120	3	//Meteorite
103	4	0	93	131	3	//Meteorite
103	4	0	93	130	3	//Meteorite
103	4	0	93	132	3	//Meteorite
103	4	0	82	175	3	//Meteorite
103	4	0	83	175	3	//Meteorite
103	4	0	84	175	3	//Meteorite
103	4	0	85	175	3	//Meteorite
103	4	0	82	184	3	//Meteorite
103	4	0	83	184	3	//Meteorite
103	4	0	84	184	3	//Meteorite
103	4	0	82	201	3	//Meteorite
103	4	0	83	201	3	//Meteorite
103	4	0	84	201	3	//Meteorite
103	4	0	93	243	3	//Meteorite
103	4	0	93	244	3	//Meteorite
103	4	0	93	245	3	//Meteorite
103	4	0	93	246	3	//Meteorite
103	4	0	100	185	3	//Meteorite
103	4	0	101	185	3	//Meteorite
103	4	0	102	185	3	//Meteorite
103	4	0	103	185	3	//Meteorite
103	4	0	98	225	3	//Meteorite
103	4	0	99	225	3	//Meteorite
103	4	0	100	225	3	//Meteorite
103	4	0	101	225	3	//Meteorite
103	4	0	111	227	3	//Meteorite
103	4	0	110	227	3	//Meteorite
103	4	0	107	242	3	//Meteorite
103	4	0	107	243	3	//Meteorite
103	4	0	107	244	3	//Meteorite
103	4	0	126	104	3	//Meteorite
103	4	0	126	105	3	//Meteorite
103	4	0	126	106	3	//Meteorite
103	4	0	126	107	3	//Meteorite
103	4	0	126	115	3	//Meteorite
103	4	0	127	115	3	//Meteorite
103	4	0	125	115	3	//Meteorite
103	4	0	123	135	3	//Meteorite
103	4	0	123	134	3	//Meteorite
103	4	0	123	133	3	//Meteorite
103	4	0	123	132	3	//Meteorite
103	4	0	121	208	3	//Meteorite
103	4	0	122	208	3	//Meteorite
103	4	0	120	208	3	//Meteorite
103	4	0	112	227	3	//Meteorite
103	4	0	113	227	3	//Meteorite
103	4	0	132	126	3	//Meteorite
103	4	0	133	126	3	//Meteorite
103	4	0	134	126	3	//Meteorite
103	4	0	132	178	3	//Meteorite
103	4	0	133	178	3	//Meteorite
103	4	0	128	221	3	//Meteorite
103	4	0	129	221	3	//Meteorite
103	4	0	130	221	3	//Meteorite
103	4	0	202	45	3	//Meteorite
103	4	0	202	46	3	//Meteorite
103	4	0	202	47	3	//Meteorite
103	4	0	196	62	3	//Meteorite
103	4	0	198	62	3	//Meteorite
103	4	0	197	62	3	//Meteorite
103	4	0	199	62	3	//Meteorite
103	4	0	196	58	3	//Meteorite
103	4	0	196	57	3	//Meteorite
103	4	0	196	56	3	//Meteorite
103	4	0	202	48	3	//Meteorite
103	4	0	219	234	1	//Meteorite
103	4	0	219	235	1	//Meteorite
103	4	0	219	236	1	//Meteorite
103	4	0	219	237	1	//Meteorite
103	4	0	226	115	3	//Meteorite
103	4	0	226	116	3	//Meteorite
103	4	0	226	117	3	//Meteorite
103	4	0	226	233	1	//Meteorite
103	4	0	227	233	1	//Meteorite
103	4	0	228	233	1	//Meteorite
end

//Npcs Stadium
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
0
200	6	0	63	160	1	//Soccer Ball
239	6	0	72	164	1	//Arena Guard
end

//Npcs Stadium Bar
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
0
240	6	0	127	114	1	//Safety Guardian
255	6	0	137	105	1	//Lumen the Barmaid
end

//Monsters Atlans
//==================================================
//Mob	Map	Rad	X	Y	Dir	Name
//==================================================
2
45	7	30	21	41	-1	//Bahamut
45	7	30	23	33	-1	//Bahamut
45	7	30	31	31	-1	//Bahamut
45	7	30	39	23	-1	//Bahamut
45	7	30	41	11	-1	//Bahamut
45	7	30	21	48	-1	//Bahamut
45	7	30	47	41	-1	//Bahamut
45	7	30	39	63	-1	//Bahamut
45	7	30	72	42	-1	//Bahamut
45	7	30	23	56	-1	//Bahamut
45	7	30	23	64	-1	//Bahamut
45	7	30	35	70	-1	//Bahamut
45	7	30	29	75	-1	//Bahamut
45	7	30	62	21	-1	//Bahamut
45	7	30	78	19	-1	//Bahamut
45	7	30	67	36	-1	//Bahamut
45	7	30	24	86	-1	//Bahamut
45	7	30	48	57	-1	//Bahamut
45	7	30	45	70	-1	//Bahamut
45	7	30	19	125	-1	//Bahamut
45	7	30	49	8	-1	//Bahamut
45	7	30	46	20	-1	//Bahamut
45	7	30	39	35	-1	//Bahamut
45	7	30	37	50	-1	//Bahamut
45	7	30	20	75	-1	//Bahamut
45	7	30	63	44	-1	//Bahamut
45	7	30	68	52	-1	//Bahamut
45	7	30	49	64	-1	//Bahamut
45	7	30	29	52	-1	//Bahamut
46	7	30	46	21	-1	//Vepar
46	7	30	48	9	-1	//Vepar
46	7	30	50	65	-1	//Vepar
46	7	30	51	70	-1	//Vepar
46	7	30	80	33	-1	//Vepar
46	7	30	62	17	-1	//Vepar
46	7	30	61	11	-1	//Vepar
46	7	30	69	19	-1	//Vepar
46	7	30	75	15	-1	//Vepar
46	7	30	83	15	-1	//Vepar
46	7	30	84	21	-1	//Vepar
46	7	30	67	27	-1	//Vepar
46	7	30	59	34	-1	//Vepar
46	7	30	86	37	-1	//Vepar
46	7	30	78	44	-1	//Vepar
46	7	30	71	52	-1	//Vepar
46	7	30	65	59	-1	//Vepar
46	7	30	65	51	-1	//Vepar
46	7	30	55	44	-1	//Vepar
46	7	30	40	48	-1	//Vepar
46	7	30	31	53	-1	//Vepar
46	7	30	24	90	-1	//Vepar
46	7	30	21	100	-1	//Vepar
46	7	30	25	105	-1	//Vepar
46	7	30	30	110	-1	//Vepar
46	7	30	21	118	-1	//Vepar
46	7	30	38	117	-1	//Vepar
46	7	30	141	11	-1	//Vepar
46	7	30	127	17	-1	//Vepar
46	7	30	114	26	-1	//Vepar
46	7	30	107	18	-1	//Vepar
46	7	30	104	13	-1	//Vepar
46	7	30	115	12	-1	//Vepar
46	7	30	89	62	-1	//Vepar
46	7	30	75	76	-1	//Vepar
46	7	30	69	87	-1	//Vepar
46	7	30	50	93	-1	//Vepar
46	7	30	23	72	-1	//Vepar
46	7	30	78	23	-1	//Vepar
46	7	30	70	38	-1	//Vepar
46	7	30	55	25	-1	//Vepar
46	7	30	30	122	-1	//Vepar
46	7	30	17	126	-1	//Vepar
46	7	30	122	29	-1	//Vepar
46	7	30	108	40	-1	//Vepar
47	7	30	41	109	-1	//Valkyrie
47	7	30	49	100	-1	//Valkyrie
47	7	30	54	89	-1	//Valkyrie
47	7	30	62	87	-1	//Valkyrie
47	7	30	71	82	-1	//Valkyrie
47	7	30	79	70	-1	//Valkyrie
47	7	30	85	64	-1	//Valkyrie
47	7	30	94	60	-1	//Valkyrie
47	7	30	101	50	-1	//Valkyrie
47	7	30	106	48	-1	//Valkyrie
47	7	30	112	45	-1	//Valkyrie
47	7	30	109	38	-1	//Valkyrie
47	7	30	118	37	-1	//Valkyrie
47	7	30	122	29	-1	//Valkyrie
47	7	30	119	20	-1	//Valkyrie
47	7	30	124	14	-1	//Valkyrie
47	7	30	133	14	-1	//Valkyrie
47	7	30	150	14	-1	//Valkyrie
47	7	30	161	11	-1	//Valkyrie
47	7	30	166	16	-1	//Valkyrie
47	7	30	171	18	-1	//Valkyrie
47	7	30	182	14	-1	//Valkyrie
47	7	30	190	24	-1	//Valkyrie
47	7	30	196	27	-1	//Valkyrie
47	7	30	200	17	-1	//Valkyrie
47	7	30	208	9	-1	//Valkyrie
47	7	30	222	14	-1	//Valkyrie
47	7	30	117	74	-1	//Valkyrie
47	7	30	139	61	-1	//Valkyrie
47	7	30	152	61	-1	//Valkyrie
47	7	30	172	55	-1	//Valkyrie
47	7	30	189	56	-1	//Valkyrie
47	7	30	226	46	-1	//Valkyrie
47	7	30	240	11	-1	//Valkyrie
47	7	30	227	16	-1	//Valkyrie
47	7	30	152	22	-1	//Valkyrie
47	7	30	142	15	-1	//Valkyrie
47	7	30	128	22	-1	//Valkyrie
47	7	30	116	9	-1	//Valkyrie
47	7	30	113	27	-1	//Valkyrie
47	7	30	33	108	-1	//Valkyrie
47	7	30	35	118	-1	//Valkyrie
48	7	30	236	177	-1	//Lizard King
48	7	30	66	222	-1	//Lizard King
48	7	30	63	218	-1	//Lizard King
48	7	30	57	225	-1	//Lizard King
48	7	30	171	162	-1	//Lizard King
48	7	30	175	169	-1	//Lizard King
48	7	30	178	174	-1	//Lizard King
48	7	30	173	179	-1	//Lizard King
48	7	30	171	187	-1	//Lizard King
48	7	30	165	193	-1	//Lizard King
48	7	30	159	198	-1	//Lizard King
48	7	30	152	201	-1	//Lizard King
48	7	30	144	201	-1	//Lizard King
48	7	30	137	205	-1	//Lizard King
48	7	30	124	206	-1	//Lizard King
48	7	30	115	210	-1	//Lizard King
48	7	30	104	211	-1	//Lizard King
48	7	30	94	210	-1	//Lizard King
48	7	30	87	214	-1	//Lizard King
48	7	30	76	215	-1	//Lizard King
48	7	30	47	224	-1	//Lizard King
48	7	30	46	217	-1	//Lizard King
48	7	30	29	226	-1	//Lizard King
48	7	30	22	213	-1	//Lizard King
48	7	30	24	204	-1	//Lizard King
48	7	30	34	200	-1	//Lizard King
48	7	30	35	209	-1	//Lizard King
48	7	30	40	210	-1	//Lizard King
48	7	30	45	205	-1	//Lizard King
48	7	30	47	211	-1	//Lizard King
48	7	30	37	232	-1	//Lizard King
48	7	30	82	215	-1	//Lizard King
48	7	30	167	156	-1	//Lizard King
48	7	30	177	146	-1	//Lizard King
48	7	30	219	124	-1	//Lizard King
48	7	30	227	123	-1	//Lizard King
48	7	30	219	133	-1	//Lizard King
48	7	30	226	134	-1	//Lizard King
48	7	30	226	154	-1	//Lizard King
48	7	30	221	150	-1	//Lizard King
48	7	30	220	168	-1	//Lizard King
48	7	30	232	166	-1	//Lizard King
48	7	30	231	176	-1	//Lizard King
48	7	30	217	197	-1	//Lizard King
48	7	30	215	182	-1	//Lizard King
48	7	30	222	190	-1	//Lizard King
48	7	30	229	190	-1	//Lizard King
48	7	30	232	206	-1	//Lizard King
48	7	30	231	196	-1	//Lizard King
48	7	30	223	202	-1	//Lizard King
48	7	30	224	184	-1	//Lizard King
48	7	30	230	171	-1	//Lizard King
48	7	30	221	158	-1	//Lizard King
48	7	30	233	124	-1	//Lizard King
48	7	30	232	102	-1	//Lizard King
48	7	30	15	234	-1	//Lizard King
48	7	30	20	237	-1	//Lizard King
48	7	30	34	237	-1	//Lizard King
48	7	30	47	231	-1	//Lizard King
48	7	30	54	232	-1	//Lizard King
48	7	30	20	218	-1	//Lizard King
48	7	30	34	176	-1	//Lizard King
52	7	30	156	156	-1	//Silver Valkyrie
52	7	30	162	149	-1	//Silver Valkyrie
52	7	30	152	169	-1	//Silver Valkyrie
52	7	30	72	128	-1	//Silver Valkyrie
52	7	30	70	138	-1	//Silver Valkyrie
52	7	30	61	147	-1	//Silver Valkyrie
52	7	30	49	158	-1	//Silver Valkyrie
52	7	30	33	169	-1	//Silver Valkyrie
52	7	30	22	173	-1	//Silver Valkyrie
52	7	30	55	181	-1	//Silver Valkyrie
52	7	30	67	186	-1	//Silver Valkyrie
52	7	30	73	180	-1	//Silver Valkyrie
52	7	30	89	184	-1	//Silver Valkyrie
52	7	30	101	183	-1	//Silver Valkyrie
52	7	30	111	183	-1	//Silver Valkyrie
52	7	30	122	178	-1	//Silver Valkyrie
52	7	30	129	171	-1	//Silver Valkyrie
52	7	30	138	167	-1	//Silver Valkyrie
52	7	30	147	164	-1	//Silver Valkyrie
52	7	30	170	145	-1	//Silver Valkyrie
52	7	30	163	138	-1	//Silver Valkyrie
52	7	30	53	220	-1	//Silver Valkyrie
52	7	30	27	209	-1	//Silver Valkyrie
52	7	30	36	205	-1	//Silver Valkyrie
52	7	30	109	211	-1	//Silver Valkyrie
52	7	30	131	207	-1	//Silver Valkyrie
52	7	30	155	196	-1	//Silver Valkyrie
52	7	30	167	154	-1	//Silver Valkyrie
52	7	30	177	19	-1	//Silver Valkyrie
52	7	30	118	167	-1	//Silver Valkyrie
52	7	30	111	175	-1	//Silver Valkyrie
52	7	30	63	178	-1	//Silver Valkyrie
52	7	30	162	141	-1	//Silver Valkyrie
52	7	30	138	176	-1	//Silver Valkyrie
52	7	30	223	70	-1	//Silver Valkyrie
52	7	30	208	104	-1	//Silver Valkyrie
52	7	30	235	106	-1	//Silver Valkyrie
52	7	30	224	108	-1	//Silver Valkyrie
52	7	30	224	142	-1	//Silver Valkyrie
52	7	30	208	183	-1	//Silver Valkyrie
52	7	30	215	174	-1	//Silver Valkyrie
52	7	30	230	181	-1	//Silver Valkyrie
52	7	30	226	161	-1	//Silver Valkyrie
52	7	30	200	103	-1	//Silver Valkyrie
52	7	30	192	101	-1	//Silver Valkyrie
52	7	30	179	92	-1	//Silver Valkyrie
52	7	30	187	94	-1	//Silver Valkyrie
52	7	30	177	101	-1	//Silver Valkyrie
52	7	30	166	117	-1	//Silver Valkyrie
52	7	30	159	112	-1	//Silver Valkyrie
52	7	30	156	122	-1	//Silver Valkyrie
52	7	30	173	109	-1	//Silver Valkyrie
52	7	30	167	107	-1	//Silver Valkyrie
52	7	30	150	120	-1	//Silver Valkyrie
52	7	30	142	125	-1	//Silver Valkyrie
52	7	30	129	130	-1	//Silver Valkyrie
52	7	30	117	130	-1	//Silver Valkyrie
52	7	30	121	135	-1	//Silver Valkyrie
52	7	30	144	109	-1	//Silver Valkyrie
52	7	30	122	144	-1	//Silver Valkyrie
52	7	30	112	137	-1	//Silver Valkyrie
52	7	30	101	147	-1	//Silver Valkyrie
52	7	30	97	142	-1	//Silver Valkyrie
52	7	30	144	132	-1	//Silver Valkyrie
52	7	30	93	136	-1	//Silver Valkyrie
52	7	30	90	148	-1	//Silver Valkyrie
52	7	30	124	125	-1	//Silver Valkyrie
52	7	30	87	132	-1	//Silver Valkyrie
52	7	30	86	140	-1	//Silver Valkyrie
52	7	30	78	145	-1	//Silver Valkyrie
52	7	30	79	136	-1	//Silver Valkyrie
52	7	30	67	147	-1	//Silver Valkyrie
52	7	30	71	140	-1	//Silver Valkyrie
52	7	30	105	137	-1	//Silver Valkyrie
52	7	30	81	164	-1	//Silver Valkyrie
52	7	30	70	168	-1	//Silver Valkyrie
52	7	30	76	174	-1	//Silver Valkyrie
52	7	30	85	185	-1	//Silver Valkyrie
52	7	30	87	175	-1	//Silver Valkyrie
51	7	30	212	96	-1	//Great Bahamut
51	7	30	228	16	-1	//Great Bahamut
51	7	30	237	17	-1	//Great Bahamut
51	7	30	237	26	-1	//Great Bahamut
51	7	30	238	40	-1	//Great Bahamut
51	7	30	235	48	-1	//Great Bahamut
51	7	30	206	55	-1	//Great Bahamut
51	7	30	200	49	-1	//Great Bahamut
51	7	30	193	52	-1	//Great Bahamut
51	7	30	184	52	-1	//Great Bahamut
51	7	30	178	58	-1	//Great Bahamut
51	7	30	170	61	-1	//Great Bahamut
51	7	30	156	59	-1	//Great Bahamut
51	7	30	144	63	-1	//Great Bahamut
51	7	30	133	61	-1	//Great Bahamut
51	7	30	133	70	-1	//Great Bahamut
51	7	30	125	78	-1	//Great Bahamut
51	7	30	118	85	-1	//Great Bahamut
51	7	30	124	90	-1	//Great Bahamut
51	7	30	116	98	-1	//Great Bahamut
51	7	30	106	101	-1	//Great Bahamut
51	7	30	99	108	-1	//Great Bahamut
51	7	30	91	115	-1	//Great Bahamut
51	7	30	81	123	-1	//Great Bahamut
51	7	30	126	167	-1	//Great Bahamut
51	7	30	111	174	-1	//Great Bahamut
51	7	30	90	177	-1	//Great Bahamut
51	7	30	76	180	-1	//Great Bahamut
51	7	30	62	178	-1	//Great Bahamut
51	7	30	42	178	-1	//Great Bahamut
51	7	30	27	161	-1	//Great Bahamut
51	7	30	42	152	-1	//Great Bahamut
51	7	30	19	159	-1	//Great Bahamut
51	7	30	62	140	-1	//Great Bahamut
51	7	30	70	133	-1	//Great Bahamut
51	7	30	168	54	-1	//Great Bahamut
51	7	30	225	45	-1	//Great Bahamut
51	7	30	207	9	-1	//Great Bahamut
51	7	30	154	69	-1	//Great Bahamut
51	7	30	111	82	-1	//Great Bahamut
51	7	30	232	55	-1	//Great Bahamut
51	7	30	231	64	-1	//Great Bahamut
51	7	30	238	71	-1	//Great Bahamut
51	7	30	229	74	-1	//Great Bahamut
51	7	30	217	75	-1	//Great Bahamut
51	7	30	225	81	-1	//Great Bahamut
51	7	30	215	86	-1	//Great Bahamut
51	7	30	223	89	-1	//Great Bahamut
51	7	30	218	101	-1	//Great Bahamut
51	7	30	232	95	-1	//Great Bahamut
51	7	30	225	117	-1	//Great Bahamut
51	7	30	136	129	-1	//Great Bahamut
51	7	30	83	155	-1	//Great Bahamut
51	7	30	65	187	-1	//Great Bahamut
51	7	30	64	159	-1	//Great Bahamut
51	7	30	186	99	-1	//Great Bahamut
51	7	30	185	90	-1	//Great Bahamut
